Title,Video ID,Published At,Keyword,Likes,Comments,Views,Year,Month,Day,Day_of_Week,Engagement_Rate,Like_Rate,Comment_Rate,Total_Comments,Total_Comment_Likes,Avg_Sentiment
The FIRST 42-inch OLED Gaming Monitor - PG42UQ,f-OUonH08fo,2022-08-23,gaming,2677.0,485.0,65005.0,2022,8,23,Tuesday,4.864166384641417,4.118081407870043,0.746084976771375,10,99.0,1.8
Gaming Memes Only True Gamers Understand 84 #Memes #shorts,i_n68sBUTow,2022-08-23,gaming,39872.0,187.0,246407.0,2022,8,23,Tuesday,16.25718320833739,16.181292815168337,0.07589039316905295,10,677.0,0.7
اصعب لعبة جوال تخليك تعصب ضحك وتحشيش,RnpJZLc7WtQ,2022-08-22,gaming,46642.0,1287.0,268946.0,2022,8,22,Monday,17.8209833164155,17.34245037126274,0.47853294515276246,10,603.0,1.2
"TOP 5 BEST GAMING PHONE UNDER 15,000/- RS FOR PUBG &amp; BGMI | GAMING PHONE UNDER 15k FOR PUBG &amp; BGMI",grQ_zwR1giM,2022-08-24,gaming,674.0,93.0,5931.0,2022,8,24,Wednesday,12.929871881321645,11.36210384356035,1.5677680377612948,10,30.0,1.7
Si SQUIDWARD At Si DREAM Nandito Sa ROBLOX BACKROOM MORPHS!!?,U2ammRwQ20Y,2022-08-22,gaming,3495.0,202.0,226258.0,2022,8,22,Monday,1.6339681515431432,1.5446899349860117,0.08927821655713143,10,7.0,1.3
New PS4 &amp; PS5 Games This Week,-my0r8QrgiQ,2022-08-23,gaming,789.0,77.0,19223.0,2022,8,23,Tuesday,4.504785684560965,4.104244694132335,0.4005409904286309,10,50.0,1.5
GTA 5 : WHO KIDNAPPED TREVOR | GTA 5 BANGLA GAMEPLAY #77 | GAMING FUN TIPS,qR12rWDMjls,2022-08-24,gaming,3273.0,472.0,31837.0,2022,8,24,Wednesday,11.762673534769771,10.280168352283434,1.4825051824863371,10,235.0,1.7
I CAUGHT KARL the Haunted Car in The Long Drive Mods?!,dC7EnOoJRrs,2022-08-23,gaming,4484.0,459.0,97946.0,2022,8,23,Tuesday,5.046606838392192,4.5779860536820935,0.4686207847100983,10,110.0,1.1
This Budget Gaming Laptop Can’t Be Beat!,tN0O_MQkF10,2022-08-22,gaming,2700.0,279.0,70186.0,2022,8,22,Monday,4.244375739096984,3.846866228788807,0.39750951030817677,10,181.0,1.8
PlayStation 5 Review: Next Gen Gaming!,MepGo2xmVJw,2020-11-14,gaming,238193.0,14706.0,7132206.0,2020,11,14,Saturday,3.5458729675120195,3.3396815319577797,0.20619143555424008,10,24971.0,1.7
The Story of Super Mario World | Gaming Historian,s2bTQK6vbKI,2022-05-06,gaming,71905.0,6315.0,2381931.0,2022,5,6,Friday,3.2838888767605456,3.0187679581113147,0.265120918649231,10,4603.0,1.8
PESA HO TO KIA KUCH NAHI HO SAKTA | GTA 5 | SHADOW GAMING,pfwR_wD53wU,2022-08-24,gaming,9574.0,537.0,87891.0,2022,8,24,Wednesday,11.50389113912529,10.892914030856051,0.6109771082692396,10,269.0,1.6
Roblox - BẤT NGỜ KHI GAME NARUTO CÓ SỨC MẠNH TRÁI ÁC QUỶ HITO MODEL NIKA CỦA LUFFY - Shindo Life,dzptw7d8QI8,2022-08-22,gaming,1215.0,100.0,64958.0,2022,8,22,Monday,2.0243538231807756,1.8704105666651272,0.15394325651564833,8,4.0,1.125
Rich Gamer Vs Broke Gamer,hXKhM_taHJ4,2022-08-23,gaming,11797.0,519.0,364725.0,2022,8,23,Tuesday,3.3767814743122235,3.234482872073831,0.14229860223839266,10,106.0,1.6
Music Mix 2022 🎧 EDM Remixes of Popular Songs 🎧 EDM Gaming Music Mix ​,gTUkevqZXKY,2022-08-22,gaming,2750.0,116.0,208701.0,2022,8,22,Monday,1.3732498969823002,1.3176682542572664,0.05558164272503378,10,40.0,1.8
ASMR Gaming 😴 Fortnite 1 Kill = 1 Trigger Relaxing Mouth Sounds 🎮🎧 Controller Sounds + Whispering 💤,mqc6QqoGNWI,2022-08-24,gaming,563.0,85.0,14537.0,2022,8,24,Wednesday,4.457284358233594,3.8726097124776446,0.5846746457559499,10,69.0,1.7
1000 IQ Moments in Sports,AqvyzO3IPXc,2022-03-31,sports,39944.0,1677.0,5093587.0,2022,3,31,Thursday,0.8171253740977873,0.7842016276149543,0.03292374648283293,10,6378.0,1.4
Chelsea v. Tottenham Hotspur | PREMIER LEAGUE HIGHLIGHTS | 8/14/2022 | NBC Sports,0RiGydlyTcM,2022-08-14,sports,19987.0,2358.0,1335282.0,2022,8,14,Sunday,1.6734280298633324,1.4968362511916948,0.1765917786716374,10,10178.0,1.6
Beach Bunny - Sports (Official Audio),szeXkBYq5HU,2018-01-09,sports,275577.0,5431.0,15040548.0,2018,1,9,Tuesday,1.8683360560841231,1.832227001820213,0.03610905426391018,10,35539.0,1.8
Team USA SHOCKS JAMAICA for women&#39;s 4x100 world title | NBC Sports,MnCilaL_3yo,2022-07-24,sports,62969.0,9809.0,4288833.0,2022,7,24,Sunday,1.6969180900916192,1.468207909189304,0.22871018090231515,10,6912.0,1.9
Craziest &quot;You Have to See It to Believe It&quot; Moments in Sports History,jxlygT8QMGM,2022-04-18,sports,12785.0,489.0,1945140.0,2022,4,18,Monday,0.682418395375965,0.6572788296581071,0.025139565717857984,10,1746.0,1.5
All Sports Baseball Battle | Dude Perfect,dwV04XuiWq4,2019-04-22,sports,778342.0,20737.0,57369066.0,2019,4,22,Monday,1.39287431674634,1.356727659524252,0.03614665722208799,10,29412.0,1.7
Impossible Moments in Sports,YaVp_xXotxo,2021-06-20,sports,56480.0,2515.0,12272628.0,2021,6,20,Sunday,0.4807038491915628,0.46021109250511855,0.02049275668644428,10,2715.0,1.8
Manchester United v. Liverpool | PREMIER LEAGUE HIGHLIGHTS | 8/22/2022 | NBC Sports,0AjSt2I4Vj4,2022-08-22,sports,23668.0,2290.0,1499121.0,2022,8,22,Monday,1.7315468654318995,1.5787907855398027,0.15275607989209683,10,13052.0,1.9
Top 100 Sports Plays of the Decade | 2010 - 2019 Best Moments,_eaK4DIxB5s,2019-12-22,sports,102369.0,10191.0,16099483.0,2019,12,22,Sunday,0.6991528424140798,0.6358526770174746,0.06330016539660525,10,7169.0,1.5
Craziest &quot;Karma/Revenge&quot; Moments in Sports History,kwuIWZ9wRmw,2021-08-06,sports,60821.0,2638.0,12867358.0,2021,8,6,Friday,0.4931781261407256,0.4726766386171397,0.020501487523585844,10,4774.0,1.1
All Sports Golf Battle at The Masters,heIKaaamvdc,2022-04-02,sports,355223.0,6889.0,11181957.0,2022,4,2,Saturday,3.238359507342095,3.1767513346052634,0.06160817273683195,10,33695.0,1.7
Bournemouth v. Arsenal | PREMIER LEAGUE HIGHLIGHTS | 8/20/2022 | NBC Sports,ftb3nlM9gKU,2022-08-20,sports,7866.0,550.0,619006.0,2022,8,20,Saturday,1.3595969027813901,1.2707449188781388,0.0888519839032515,10,4983.0,2.0
High IQ Moments in Sports,AbnjSelQYV8,2021-08-30,sports,84728.0,1451.0,10909239.0,2021,8,30,Monday,0.7899633705006033,0.7766627189428411,0.013300651557762043,10,1318.0,1.1
Liverpool v. Crystal Palace | PREMIER LEAGUE HIGHLIGHTS | 8/15/2022 | NBC Sports,vqRZ8z1MU3o,2022-08-16,sports,6920.0,640.0,665643.0,2022,8,16,Tuesday,1.1357422285786396,1.0395947383285962,0.09614749025004356,10,4698.0,2.0
Impossible Sports Moments,jzJW0gTYB9k,2022-02-22,sports,22479.0,299.0,2020370.0,2022,2,22,Tuesday,1.12741669723036,1.1126174351146398,0.014799262115720331,10,318.0,1.3
Best Of Boxing 2021 | Full Episode | SHOWTIME SPORTS,YClWEHi6mzY,2022-01-02,sports,6568.0,591.0,592998.0,2022,1,2,Sunday,1.2072533005957853,1.1075904006583486,0.09966289993743666,10,1804.0,1.8
Craziest &quot;1 in a Trillion&quot; Moments in Sports History,RxhDx1gpoeo,2021-08-09,sports,127971.0,3938.0,20647398.0,2021,8,9,Monday,0.6388649727745369,0.6197923525379637,0.019072620236573138,10,9899.0,1.5
Newcastle United v. Manchester City | PREMIER LEAGUE HIGHLIGHTS | 8/21/2022 | NBC Sports,B6HQSEz2ZDg,2022-08-21,sports,11805.0,1116.0,961317.0,2022,8,21,Sunday,1.3440921734535294,1.228001556196805,0.11609061725672462,10,10522.0,1.7
All Sports Trick Shots | Dude Perfect,bIDKhZ_4jLQ,2019-10-07,sports,601464.0,23466.0,27922929.0,2019,10,7,Monday,2.238053098295917,2.1540146395811615,0.08403845871475521,10,6664.0,1.9
Greatest World Records in Sport History,v3m_DlYSJOA,2020-10-03,sports,241605.0,6650.0,31518906.0,2020,10,3,Saturday,0.7876383530685248,0.7665399057143701,0.02109844735415476,10,13175.0,1.4
Kentucky Derby 2022 (FULL RACE) | NBC Sports,wIYD42DV3Ro,2022-05-07,sports,39999.0,6387.0,5683239.0,2022,5,7,Saturday,0.8161893567753604,0.7038062795166137,0.11238307725874677,10,9262.0,1.8
20 TIMES SPORTS FANS TOOK IT WAY TOO FAR,_6akkGVr2zs,2021-01-08,sports,33316.0,1335.0,7795119.0,2021,1,8,Friday,0.4445217007563706,0.4273956013505885,0.01712609940578208,10,4191.0,1.2
Craziest &quot;Deadly Fall&quot; Moments in Sports History,U7bNzl0HepU,2021-10-24,sports,14899.0,637.0,1836457.0,2021,10,24,Sunday,0.8459763305232136,0.8112899941082237,0.034686336414990165,10,2478.0,1.1
Top 100 Best Sports Bloopers 2020,yaGkToO1eHo,2020-12-28,sports,25347.0,385.0,9444655.0,2020,12,28,Monday,0.2724503676999988,0.26837398842265936,0.004076379277339482,10,193.0,1.1
Leeds United v. Chelsea | PREMIER LEAGUE HIGHLIGHTS | 8/21/2022 | NBC Sports,dCMJqrAHgkc,2022-08-21,sports,11898.0,1330.0,901368.0,2022,8,21,Sunday,1.4675454780450625,1.3199921452812333,0.14755333276382923,10,11013.0,1.8
Reactions after Manchester United take down Liverpool | Premier League | NBC Sports,cjTV-uyMKbc,2022-08-23,sports,1096.0,178.0,106597.0,2022,8,23,Tuesday,1.1951443741908854,1.0281618792097413,0.16698249498114412,10,795.0,1.1
Tottenham Hotspur v. Wolves | PREMIER LEAGUE HIGHLIGHTS | 8/20/2022 | NBC Sports,Q99TxKPzLkc,2022-08-20,sports,6325.0,391.0,573655.0,2022,8,20,Saturday,1.1707364692428912,1.1025771542527227,0.06815931499016832,10,1685.0,1.4
All Sports Golf Battle 2 | Dude Perfect,-RmUADCWI4A,2017-12-04,sports,867074.0,43024.0,106014469.0,2017,12,4,Monday,0.8584658301833702,0.8178826909194565,0.040583139263913694,10,3039.0,1.8
Manchester City v. Bournemouth | PREMIER LEAGUE HIGHLIGHTS | 8/13/2022 | NBC Sports,WZKPK1a8w90,2022-08-13,sports,6946.0,481.0,647117.0,2022,8,13,Saturday,1.1477041281497347,1.0733745622900306,0.0743295658597041,10,4154.0,0.9
The Most Controversial Player in Sports,Kcne0vP4NNE,2021-09-21,sports,51562.0,8289.0,4282206.0,2021,9,21,Tuesday,1.397667137529783,1.2040987275953732,0.19356840993441,10,10117.0,0.7
1 IN A TRILLION MOMENTS IN SPORTS,3fT5K2SIXDQ,2022-06-12,sports,31796.0,555.0,6134948.0,2022,6,12,Sunday,0.5273230470212548,0.518276517050101,0.009046529971153794,9,905.0,0.8888888888888888
BIGGEST Winners &amp; Losers From Friday&#39;s NFL Preseason Slate I CBS Sports HQ,VAe6ZDhwZ0c,2022-08-20,sports,46.0,6.0,2219.0,2022,8,20,Saturday,2.3423423423423424,2.0720720720720722,0.2702702702702703,5,0.0,0.6
Viagra Boys - Sports (Official Video),QjL7D33xpS4,2018-08-13,sports,149084.0,3901.0,4820297.0,2018,8,13,Monday,3.1737664351872024,3.0928378286985576,0.08092860648864447,10,11967.0,1.6
Manchester United v. Liverpool LIVE postgame Q&amp;A | Premier League | NBC Sports,BZIfU09QOJY,2022-08-22,sports,191.0,35.0,27378.0,2022,8,22,Monday,0.8254501625333285,0.6976149603710873,0.12783520216224112,8,23.0,0.875
Canadian Ultimate Championships Juniors: Open Final | Ultimate Frisbee | CBC Sports,ETsM6CGZ0_Y,2022-08-24,sports,38.0,1.0,4114.0,2022,8,24,Wednesday,0.9477521263669502,0.9234507897934386,0.024301336573511544,1,0.0,2.0
Nintendo Switch Sports - Overview Trailer - Nintendo Switch,tiwjvBSS_Wk,2022-03-31,sports,32772.0,4597.0,1194578.0,2022,3,31,Thursday,3.128215044798209,2.7433932791385085,0.38482176565970105,10,2684.0,2.0
"Funniest Sports Moments of the Year 2021 | Crazy Fan Moments, Epic Fails &amp; Blunders",JsOL9GBAugY,2021-12-26,sports,2584.0,57.0,1051751.0,2021,12,26,Sunday,0.2511048231902578,0.24568529463219463,0.005419528558063117,10,97.0,1.2
The NFL Experience with Kai Nacua and Tyler Allgeier | BYU Sports Nation Full Episode 8.23.22,ARnERQncs0I,2022-08-23,sports,15.0,1.0,867.0,2022,8,23,Tuesday,1.8433179723502304,1.7281105990783412,0.1152073732718894,1,0.0,2.0
Craziest &quot;Thinking outside the Box&quot; Moments in Sports History,szlhtejAMyM,2021-10-05,sports,132236.0,3715.0,15110047.0,2021,10,5,Tuesday,0.8997390345814917,0.8751527460402508,0.024586288541240904,10,20627.0,1.9
Caicedo? Pulisic? Casemiro? | Who are Manchester United interested in signing? ✍️🔴,x64iroHxmsc,2022-08-18,sports,3991.0,820.0,269716.0,2022,8,18,Thursday,1.7837214561929726,1.4796990920112563,0.3040223641817164,10,1499.0,0.7
West Ham United v. Brighton | PREMIER LEAGUE HIGHLIGHTS | 8/21/2022 | NBC Sports,rVcwYxqupxw,2022-08-21,sports,2192.0,144.0,230945.0,2022,8,21,Sunday,1.01149186389892,0.9491396257133702,0.062352238185549864,10,912.0,1.2
&quot;They can ******* play football…sorry&quot;😅 | Erik ten Hag reacts to his first Manchester United win,G8cramghuZ8,2022-08-22,sports,54006.0,3508.0,2699810.0,2022,8,22,Monday,2.130297268956975,2.000362247579553,0.12993502137742236,10,30995.0,1.8
&quot;WE DONE IT BABY! 🇬🇧🇯🇲🏆 EPIC POST-FIGHT SCENES as Leon Edwards Becomes UFC Welterweight Champion,90xB3D-UYd4,2022-08-21,sports,14293.0,2114.0,577426.0,2022,8,21,Sunday,2.841398133443708,2.4752912489370953,0.36610688450661294,10,5805.0,1.5
Reactions after Arsenal cruise past Bournemouth | Premier League | NBC Sports,7nMB5YvZ8Ak,2022-08-20,sports,1121.0,91.0,65057.0,2022,8,20,Saturday,1.8629530572719728,1.7230778689784498,0.13987518829352272,9,639.0,1.7777777777777777
Sports Car Giant Test 2022 – Ferrari vs Porsche vs McLaren &amp; more! | CAR magazine (4K),YWY5zWR5HrY,2022-08-15,sports,1941.0,401.0,83228.0,2022,8,15,Monday,2.813923031635608,2.332119814007137,0.4818032176284708,10,172.0,1.5
Most Embarrassing Moments in Sports - Funniest Moments in Sports History,MRdkdIfkBJ8,2022-05-31,sports,15872.0,156.0,4290144.0,2022,5,31,Tuesday,0.37360042609282434,0.3699641853597023,0.0036362407331220737,10,139.0,1.3
Fulham v. Brentford | PREMIER LEAGUE HIGHLIGHTS | 8/20/2022 | NBC Sports,UtgnaBDIcNo,2022-08-20,sports,2807.0,194.0,203084.0,2022,8,20,Saturday,1.4777063791023464,1.3821798754216215,0.09552650368072482,10,1949.0,1.6
20 MUST SEE SPORTS MOMENTS,1_r0mhnxGN0,2020-06-14,sports,22288.0,451.0,11666184.0,2020,6,14,Sunday,0.19491376143957942,0.19104788754850022,0.0038658738910792175,10,55.0,1.8
Arsenal v. Leicester City | PREMIER LEAGUE HIGHLIGHTS | 8/13/2022 | NBC Sports,0dW3d3taopc,2022-08-13,sports,10119.0,664.0,891548.0,2022,8,13,Saturday,1.2094680157792785,1.1349908978642789,0.07447711791499963,10,5409.0,2.0
How To Make a McDonald&#39;s Cheeseburger,SvOx7tA_Cv8,2022-07-04,how-to,135155.0,11354.0,2361410.0,2022,7,4,Monday,6.204299039853715,5.723484814799288,0.4808142250544272,10,26947.0,1.7
How to Beat the SMART FISH in COLD SKIN,RIbMoJouce8,2022-08-23,how-to,14408.0,864.0,275924.0,2022,8,23,Tuesday,5.534837365226058,5.221708797680529,0.3131285675455287,10,6301.0,1.0
How to Get Your Brain to Focus | Chris Bailey | TEDxManchester,Hu4Yvq-g7_Y,2019-04-05,how-to,315980.0,6186.0,13176819.0,2019,4,5,Friday,2.4449449867266915,2.39799891020747,0.04694607651922088,10,22927.0,1.7
How To Make Every Sushi | Method Mastery | Epicurious,ZzLPUoetSHw,2022-07-21,how-to,44809.0,660.0,1341953.0,2022,7,21,Thursday,3.388268152261553,3.339086138571069,0.04918201369048417,10,8882.0,2.0
COMMON LIVING ROOM DESIGN MISTAKES + HOW TO FIX THEM,LWxUb_dwd-0,2021-12-12,how-to,22532.0,198.0,443909.0,2021,12,12,Sunday,5.120407289765944,5.075803653893807,0.04460363587213624,10,141.0,2.0
Body Language Expert Explains How to Show Confidence | WIRED,VRJzvJ5XPQI,2021-10-18,how-to,295514.0,5266.0,8378324.0,2021,10,18,Monday,3.589977710341864,3.5271250518450885,0.0628526584967759,10,36584.0,1.8
Former FBI Agent Explains How to Read Body Language | Tradecraft | WIRED,4jwUXV4QaTw,2019-05-21,how-to,1165120.0,40435.0,44943014.0,2019,5,21,Tuesday,2.682407933691142,2.592438446775322,0.08996948691581995,10,158935.0,0.9
Alexa Chung Learns How To Dress The French Way | ALEXACHUNG,ZRjKX1-ilwo,2019-10-11,how-to,136929.0,3323.0,5249373.0,2019,10,11,Friday,2.6717852452501956,2.608482459051308,0.06330278619888771,10,48096.0,1.4
How to Write Less but Say More | Jim VandeHei | TED,v6BmurUpiN0,2022-08-22,how-to,2048.0,193.0,58330.0,2022,8,22,Monday,3.841867960432703,3.5109975827604534,0.33087037767224975,10,155.0,1.6
How to gain control of your free time | Laura Vanderkam,n3kNlFMXslo,2017-02-07,how-to,169217.0,2295.0,7370713.0,2017,2,7,Tuesday,2.3269387470467584,2.2958020077837777,0.03113673926298049,10,5459.0,1.7
How to Deal with Difficult People | Jay Johnson | TEDxLivoniaCCLibrary,kARkOdRHaj8,2018-10-18,how-to,56460.0,2118.0,3745331.0,2018,10,18,Thursday,1.564026900685974,1.5074765067556093,0.05655039393036451,10,6402.0,0.8
How to Raise Successful Kids -- Without Over-Parenting | Julie Lythcott-Haims | TED,CyElHdaqkjo,2016-10-04,how-to,78076.0,1822.0,2947659.0,2016,10,4,Tuesday,2.7105568484832037,2.6487451062876994,0.06181174219550423,10,6151.0,1.3
How To Beat EVERY DEATH GAME In &quot;Die Now&quot;,joAOl1CVlpE,2022-07-31,how-to,28603.0,1300.0,855958.0,2022,7,31,Sunday,3.4935084507552348,3.3416320174213956,0.1518764333338396,10,9567.0,1.2
How To Fix a Water Damaged Laptop,115amzVdV44,2020-08-18,how-to,910553.0,81975.0,52061447.0,2020,8,18,Tuesday,1.9064548492773385,1.748996685608898,0.15745816366844043,10,80084.0,1.4
How to Levitate,z2I5J1ArmeM,2020-11-07,how-to,49642.0,1589.0,3750968.0,2020,11,7,Saturday,1.3658070754517033,1.323444688559143,0.04236238689256029,10,4279.0,1.7
How To BRAINWASH Yourself For Success &amp; Destroy NEGATIVE THOUGHTS! | Dr. Joe Dispenza,La9oLLoI5Rc,2018-06-12,how-to,338470.0,9618.0,14322764.0,2018,6,12,Tuesday,2.430312862076561,2.363161023726913,0.06715183834964827,10,19533.0,1.9
"How To Beat EVERY $1,000,000,000 DEATH GAME In &quot;Zero&quot;",0R4Bk73HDLk,2022-08-14,how-to,46638.0,2210.0,1902823.0,2022,8,14,Sunday,2.5671317998932115,2.450988635838102,0.11614316405510966,10,6228.0,1.4
Why You&#39;re Always Tired (and how to fix it),RpaxxN8jTHo,2022-06-15,how-to,80596.0,2415.0,1606273.0,2022,6,15,Wednesday,5.1679227827879926,5.017574834679513,0.15034794810847962,10,8733.0,1.4
How to Survive a Drone Swarm,rnwiG7USp9c,2022-08-24,how-to,554.0,60.0,15329.0,2022,8,24,Wednesday,4.005218525766471,3.6138290932811477,0.3913894324853229,10,44.0,1.2
The first 20 hours -- how to learn anything | Josh Kaufman | TEDxCSU,5MgBikgcWnY,2013-03-14,how-to,723998.0,14759.0,31858250.0,2013,3,14,Thursday,2.31888749950523,2.2725604114299935,0.04632708807523678,10,43979.0,1.8
How To Master 5 Basic Cooking Skills | Gordon Ramsay,ZJy1ajvMU1k,2016-03-07,how-to,665269.0,25869.0,36467409.0,2016,3,7,Monday,1.8952209657883572,1.8242836549127017,0.07093731087565583,9,10876.0,1.7777777777777777
HOW2: How To Do 100 Things! [Saturday Supercut],kmhvZ8kVdG4,2018-02-24,how-to,70465.0,17616.0,10097646.0,2018,2,24,Saturday,0.8722923271134355,0.697835842350203,0.17445648476323247,10,3046.0,1.5
How To Sell On Amazon As A Beginner Under 15 Minutes,QGE6r0KvEFo,2022-08-23,how-to,600.0,55.0,10671.0,2022,8,23,Tuesday,6.137556221889056,5.622188905547226,0.5153673163418291,10,18.0,1.4
How to Start a Blog in 2022 | By Sophia Lee,m7Jw3a7CpNA,2021-12-03,how-to,32092.0,181.0,425850.0,2021,12,3,Friday,7.5784722825589235,7.535969153530226,0.04250312902869783,10,198.0,1.9
How To Be Effortlessly Confident,KmOAznOQX-g,2019-07-29,how-to,347137.0,7750.0,13590001.0,2019,7,29,Monday,2.6113829858156015,2.5543557683067304,0.05702721750887159,10,58398.0,1.7
"How to build a PC, the last guide you&#39;ll ever need!",BL4DCEp7blY,2022-04-17,how-to,150521.0,5653.0,4584546.0,2022,4,17,Sunday,3.4065306779492066,3.283225147435505,0.12330553051370179,10,8541.0,1.9
How To Stop Overthinking,mWQTgSt7GeU,2022-08-23,how-to,6773.0,595.0,111581.0,2022,8,23,Tuesday,6.603215572404151,6.06997544406804,0.5332401283361116,10,894.0,1.3
How To ACTUALLY Get FREE Robux In Roblox! *EASY*,fwi5k4BJL34,2022-08-23,how-to,515.0,184.0,11848.0,2022,8,23,Tuesday,5.89923200270065,4.346358342476158,1.5528736602244915,10,32.0,1.8
Cake Rescue from Cake Fail to Nailed It | How To Cook That Ann Reardon,lHgw32F_0wQ,2022-07-29,how-to,29551.0,1213.0,513997.0,2022,7,29,Friday,5.985237296643177,5.749244160483115,0.23599313616006287,10,8899.0,2.0
27 EASY MAGIC TRICKS,xqAoloAGlCE,2019-01-18,how-to,262633.0,5960.0,47276202.0,2019,1,18,Friday,0.5681357278206121,0.5555289624253453,0.01260676539526662,10,58.0,1.8
How to Kill Pennywise | NowThis Nerd,zjsUbMf_t2c,2018-01-12,how-to,99816.0,4641.0,8620346.0,2018,1,12,Friday,1.2117493646137447,1.1579116246712575,0.05383773994248724,10,498.0,1.0
27 CLEANING TIPS THAT WILL SAVE YOU LOTS OF MONEY,G18zAn2APsc,2020-05-07,how-to,46254.0,669.0,2144508.0,2020,5,7,Thursday,2.188053302644102,2.1568573505636954,0.031195952080406285,10,179.0,1.8
How to Discover Your Authentic Self -- at Any Age | Bevy Smith | TED,7vqnazqmceQ,2022-05-20,how-to,31042.0,899.0,698519.0,2022,5,20,Friday,4.572667926473114,4.443967245032354,0.12870068144076047,10,4409.0,1.9
GENIUS HACKS FOR ANY OCCASION || How to Write Faster! Smart Parenting TikTok Tricks by 123 GO!,QCQiLmff1ds,2021-11-20,how-to,45027.0,1140.0,5578536.0,2021,11,20,Saturday,0.8275825722765664,0.8071471068489822,0.02043546542758433,10,36.0,1.5
How to Grow Your Thumb,wcUWnCQGET4,2022-08-15,how-to,207617.0,8534.0,4382539.0,2022,8,15,Monday,4.932094173698358,4.737366915076644,0.19472725862171253,10,28668.0,1.7
How to Simplify Your Life | Minimalist Philosophy,casK0pXZ5sc,2022-08-11,how-to,8227.0,314.0,153395.0,2022,8,11,Thursday,5.567941797700071,5.363242848574931,0.20469894912514014,10,1071.0,1.8
Debunking Fake Cooking Videos &amp; Vaping Lies | How To Cook That Ann Reardon,bAD3tHU6Gss,2022-08-12,how-to,55233.0,5097.0,742272.0,2022,8,12,Friday,8.127737368865633,7.441062789566642,0.686674579298991,10,13343.0,0.8
HOW TO GET THESE HIDDEN ROBLOX FACES 🤩,ed0ErkxpH5w,2022-08-21,how-to,2992.0,246.0,110066.0,2022,8,21,Sunday,2.9418445128876045,2.7183442812105354,0.22350023167706942,10,221.0,1.3
The Incredible New Way to Poach Eggs that NEVER Fails | Epicurious 101,mrq3iZcvHAw,2022-08-23,how-to,4852.0,218.0,76373.0,2022,8,23,Tuesday,6.638384790635557,6.352947338099353,0.2854374525362034,10,229.0,1.8
How to Organise your Life - Building a Second Brain,K-ssUVyfn5g,2022-06-21,how-to,26024.0,1165.0,662992.0,2022,6,21,Tuesday,4.100948275471988,3.9252299798037087,0.17571829566828007,10,1318.0,1.9
